snapshot,kingdom,basisOfRecord,occurrenceCount
4/5/16,5,LIVING_SPECIMEN,136002
4/5/16,5,MACHINE_OBSERVATION,1
4/5/16,5,MATERIAL_SAMPLE,12
4/5/16,5,OBSERVATION,2365808
4/5/16,5,PRESERVED_SPECIMEN,4424167
4/5/16,5,UNKNOWN,437885
4/5/16,6,FOSSIL_SPECIMEN,783937
4/5/16,6,HUMAN_OBSERVATION,75625115
4/5/16,6,LITERATURE,126603
4/5/16,6,LIVING_SPECIMEN,625168
4/5/16,6,MACHINE_OBSERVATION,33786
4/5/16,6,MATERIAL_SAMPLE,1980
4/5/16,6,OBSERVATION,29290141
4/5/16,6,PRESERVED_SPECIMEN,57695352
4/5/16,6,UNKNOWN,8891583
4/5/16,7,FOSSIL_SPECIMEN,4414
4/5/16,7,HUMAN_OBSERVATION,128255
4/5/16,7,LIVING_SPECIMEN,3073
4/5/16,7,MACHINE_OBSERVATION,9
4/5/16,7,OBSERVATION,137835
4/5/16,7,PRESERVED_SPECIMEN,289521
4/5/16,7,UNKNOWN,23904
4/5/16,8,FOSSIL_SPECIMEN,1
4/5/16,8,HUMAN_OBSERVATION,1
4/5/16,8,LIVING_SPECIMEN,903
4/5/16,8,PRESERVED_SPECIMEN,4
4/5/16,8,UNKNOWN,468
7/4/16,0,FOSSIL_SPECIMEN,511666
7/4/16,0,HUMAN_OBSERVATION,365549
7/4/16,0,LITERATURE,74124
7/4/16,0,LIVING_SPECIMEN,1367
7/4/16,0,MACHINE_OBSERVATION,6882
7/4/16,0,MATERIAL_SAMPLE,22
7/4/16,0,OBSERVATION,1219555
7/4/16,0,PRESERVED_SPECIMEN,1566047
7/4/16,0,UNKNOWN,293238
7/4/16,1,FOSSIL_SPECIMEN,4445057
7/4/16,1,HUMAN_OBSERVATION,313918869
7/4/16,1,LITERATURE,312534
7/4/16,1,LIVING_SPECIMEN,9608
7/4/16,1,MACHINE_OBSERVATION,2910381
7/4/16,1,MATERIAL_SAMPLE,222684
7/4/16,1,OBSERVATION,52213786
7/4/16,1,PRESERVED_SPECIMEN,56817624
7/4/16,1,UNKNOWN,23488399
7/4/16,2,HUMAN_OBSERVATION,1
7/4/16,2,LIVING_SPECIMEN,962
7/4/16,2,PRESERVED_SPECIMEN,27
7/4/16,2,UNKNOWN,17964
7/4/16,3,FOSSIL_SPECIMEN,1303
7/4/16,3,HUMAN_OBSERVATION,68266
7/4/16,3,LIVING_SPECIMEN,67639
7/4/16,3,MACHINE_OBSERVATION,392
7/4/16,3,OBSERVATION,14592
7/4/16,3,PRESERVED_SPECIMEN,103720
7/4/16,3,UNKNOWN,898739
7/4/16,4,FOSSIL_SPECIMEN,695202
7/4/16,4,HUMAN_OBSERVATION,4040737
7/4/16,4,LITERATURE,283
7/4/16,4,LIVING_SPECIMEN,6495
7/4/16,4,MACHINE_OBSERVATION,8870
7/4/16,4,OBSERVATION,2227033
7/4/16,4,PRESERVED_SPECIMEN,601855
7/4/16,4,UNKNOWN,270828
7/4/16,5,FOSSIL_SPECIMEN,1073
7/4/16,5,HUMAN_OBSERVATION,3342928
7/4/16,5,LITERATURE,1692
7/4/16,5,LIVING_SPECIMEN,136002
7/4/16,5,MACHINE_OBSERVATION,1
7/4/16,5,MATERIAL_SAMPLE,12
7/4/16,5,OBSERVATION,2362441
7/4/16,5,PRESERVED_SPECIMEN,4514598
7/4/16,5,UNKNOWN,415566
7/4/16,6,FOSSIL_SPECIMEN,413607
7/4/16,6,HUMAN_OBSERVATION,75274598
7/4/16,6,LITERATURE,125440
7/4/16,6,LIVING_SPECIMEN,624912
7/4/16,6,MACHINE_OBSERVATION,36993
7/4/16,6,MATERIAL_SAMPLE,2791
7/4/16,6,OBSERVATION,29241653
7/4/16,6,PRESERVED_SPECIMEN,57014080
7/4/16,6,UNKNOWN,11489398
7/4/16,7,FOSSIL_SPECIMEN,4402
7/4/16,7,HUMAN_OBSERVATION,138186
7/4/16,7,LIVING_SPECIMEN,3073
7/4/16,7,MACHINE_OBSERVATION,9
7/4/16,7,OBSERVATION,137821
7/4/16,7,PRESERVED_SPECIMEN,291404
7/4/16,7,UNKNOWN,23468
7/4/16,8,FOSSIL_SPECIMEN,1
7/4/16,8,HUMAN_OBSERVATION,1
7/4/16,8,LIVING_SPECIMEN,903
7/4/16,8,OBSERVATION,15
7/4/16,8,PRESERVED_SPECIMEN,30
7/4/16,8,UNKNOWN,442
10/7/16,0,FOSSIL_SPECIMEN,535695
10/7/16,0,HUMAN_OBSERVATION,380720
10/7/16,0,LITERATURE,74124
10/7/16,0,LIVING_SPECIMEN,1479
10/7/16,0,MACHINE_OBSERVATION,6882
10/7/16,0,MATERIAL_SAMPLE,22
10/7/16,0,OBSERVATION,727341
10/7/16,0,PRESERVED_SPECIMEN,1775443
10/7/16,0,UNKNOWN,283279
10/7/16,1,FOSSIL_SPECIMEN,4928491
10/7/16,1,HUMAN_OBSERVATION,319040722
10/7/16,1,LITERATURE,312380
10/7/16,1,LIVING_SPECIMEN,71154
10/7/16,1,MACHINE_OBSERVATION,2918215
10/7/16,1,MATERIAL_SAMPLE,229295
10/7/16,1,OBSERVATION,29143885
10/7/16,1,PRESERVED_SPECIMEN,57081507
10/7/16,1,UNKNOWN,23027675
10/7/16,2,HUMAN_OBSERVATION,1
10/7/16,2,LIVING_SPECIMEN,962
10/7/16,2,PRESERVED_SPECIMEN,27
10/7/16,2,UNKNOWN,17964
10/7/16,3,FOSSIL_SPECIMEN,1418
10/7/16,3,HUMAN_OBSERVATION,68293
10/7/16,3,LIVING_SPECIMEN,71626
10/7/16,3,MACHINE_OBSERVATION,392
10/7/16,3,OBSERVATION,12477
10/7/16,3,PRESERVED_SPECIMEN,104304
10/7/16,3,UNKNOWN,897399
10/7/16,4,FOSSIL_SPECIMEN,698945
10/7/16,4,HUMAN_OBSERVATION,4027253
10/7/16,4,LITERATURE,283
10/7/16,4,LIVING_SPECIMEN,6990
10/7/16,4,MACHINE_OBSERVATION,8870
10/7/16,4,OBSERVATION,1382503
10/7/16,4,PRESERVED_SPECIMEN,621121
10/7/16,4,UNKNOWN,252532
10/7/16,5,FOSSIL_SPECIMEN,1192
10/7/16,5,HUMAN_OBSERVATION,3287280
10/7/16,5,LITERATURE,1692
10/7/16,5,LIVING_SPECIMEN,153487
10/7/16,5,MACHINE_OBSERVATION,1
10/7/16,5,MATERIAL_SAMPLE,12
10/7/16,5,OBSERVATION,2084981
10/7/16,5,PRESERVED_SPECIMEN,4492375
10/7/16,5,UNKNOWN,405243
10/7/16,6,FOSSIL_SPECIMEN,426404
10/7/16,6,HUMAN_OBSERVATION,81710803
10/7/16,6,LITERATURE,125440
10/7/16,6,LIVING_SPECIMEN,898477
10/7/16,6,MACHINE_OBSERVATION,36993
10/7/16,6,MATERIAL_SAMPLE,2791
10/7/16,6,OBSERVATION,11326474
10/7/16,6,PRESERVED_SPECIMEN,56597931
10/7/16,6,UNKNOWN,14295842
10/7/16,7,FOSSIL_SPECIMEN,4756
10/7/16,7,HUMAN_OBSERVATION,127775
10/7/16,7,LIVING_SPECIMEN,3929
10/7/16,7,MACHINE_OBSERVATION,9
10/7/16,7,OBSERVATION,124772
10/7/16,7,PRESERVED_SPECIMEN,269936
10/7/16,7,UNKNOWN,23314
10/7/16,8,FOSSIL_SPECIMEN,1
10/7/16,8,HUMAN_OBSERVATION,17
10/7/16,8,LIVING_SPECIMEN,903
10/7/16,8,PRESERVED_SPECIMEN,30
10/7/16,8,UNKNOWN,442
12/27/16,0,FOSSIL_SPECIMEN,507792
12/27/16,0,HUMAN_OBSERVATION,403549
12/27/16,0,LITERATURE,74124
12/27/16,0,LIVING_SPECIMEN,2196
12/27/16,0,MACHINE_OBSERVATION,6807
12/27/16,0,MATERIAL_SAMPLE,2680
12/27/16,0,OBSERVATION,707371
12/27/16,0,PRESERVED_SPECIMEN,1063225
12/27/16,0,UNKNOWN,280685
12/27/16,1,FOSSIL_SPECIMEN,4686227
12/27/16,1,HUMAN_OBSERVATION,385415129
12/27/16,1,LITERATURE,312380
12/27/16,1,LIVING_SPECIMEN,84586
12/27/16,1,MACHINE_OBSERVATION,2973267
12/27/16,1,MATERIAL_SAMPLE,296421
12/27/16,1,OBSERVATION,30459427
12/27/16,1,PRESERVED_SPECIMEN,58494416
12/27/16,1,UNKNOWN,24346930
12/27/16,2,HUMAN_OBSERVATION,1
12/27/16,2,LIVING_SPECIMEN,1197
12/27/16,2,PRESERVED_SPECIMEN,26
12/27/16,2,UNKNOWN,17964
12/27/16,3,FOSSIL_SPECIMEN,1463
12/27/16,3,HUMAN_OBSERVATION,67844
12/27/16,3,LIVING_SPECIMEN,76894
12/27/16,3,MACHINE_OBSERVATION,392
12/27/16,3,OBSERVATION,12693
12/27/16,3,PRESERVED_SPECIMEN,106851
12/27/16,3,UNKNOWN,899342
12/27/16,4,FOSSIL_SPECIMEN,700675
12/27/16,4,HUMAN_OBSERVATION,4057446
12/27/16,4,LITERATURE,283
12/27/16,4,LIVING_SPECIMEN,7007
12/27/16,4,MACHINE_OBSERVATION,8876
12/27/16,4,MATERIAL_SAMPLE,5803
12/27/16,4,OBSERVATION,1410407
12/27/16,4,PRESERVED_SPECIMEN,652509
12/27/16,4,UNKNOWN,254713
12/27/16,5,FOSSIL_SPECIMEN,1184
12/27/16,5,HUMAN_OBSERVATION,3304872
12/27/16,5,LITERATURE,1692
12/27/16,5,LIVING_SPECIMEN,154782
12/27/16,5,MACHINE_OBSERVATION,1
12/27/16,5,MATERIAL_SAMPLE,230
12/27/16,5,OBSERVATION,2424812
12/27/16,5,PRESERVED_SPECIMEN,4639592
12/27/16,5,UNKNOWN,461074
12/27/16,6,FOSSIL_SPECIMEN,428684
12/27/16,6,HUMAN_OBSERVATION,86007447
12/27/16,6,LITERATURE,125440
12/27/16,6,LIVING_SPECIMEN,898917
12/27/16,6,MACHINE_OBSERVATION,35267
12/27/16,6,MATERIAL_SAMPLE,10224
12/27/16,6,OBSERVATION,12513877
12/27/16,6,PRESERVED_SPECIMEN,59253833
12/27/16,6,UNKNOWN,14370528
12/27/16,7,FOSSIL_SPECIMEN,4881
12/27/16,7,HUMAN_OBSERVATION,127276
12/27/16,7,LIVING_SPECIMEN,4390
12/27/16,7,MACHINE_OBSERVATION,9
12/27/16,7,OBSERVATION,124785
12/27/16,7,PRESERVED_SPECIMEN,276885
12/27/16,7,UNKNOWN,24187
12/27/16,8,FOSSIL_SPECIMEN,1
12/27/16,8,HUMAN_OBSERVATION,17
12/27/16,8,LIVING_SPECIMEN,903
12/27/16,8,PRESERVED_SPECIMEN,30
12/27/16,8,UNKNOWN,442
4/12/17,0,FOSSIL_SPECIMEN,583993
4/12/17,0,HUMAN_OBSERVATION,408560
4/12/17,0,LITERATURE,74124
4/12/17,0,LIVING_SPECIMEN,2279
4/12/17,0,MACHINE_OBSERVATION,6807
4/12/17,0,MATERIAL_SAMPLE,4236
4/12/17,0,OBSERVATION,707504
4/12/17,0,PRESERVED_SPECIMEN,1445509
4/12/17,0,UNKNOWN,289982
4/12/17,1,FOSSIL_SPECIMEN,4735676
4/12/17,1,HUMAN_OBSERVATION,403351454
4/12/17,1,LITERATURE,302500
4/12/17,1,LIVING_SPECIMEN,83275
4/12/17,1,MACHINE_OBSERVATION,2959126
4/12/17,1,MATERIAL_SAMPLE,303093
4/12/17,1,OBSERVATION,30521631
4/12/17,1,PRESERVED_SPECIMEN,61582590
4/12/17,1,UNKNOWN,25543239
4/12/17,2,HUMAN_OBSERVATION,1
4/12/17,2,LIVING_SPECIMEN,1228
4/12/17,2,PRESERVED_SPECIMEN,31
4/12/17,2,UNKNOWN,17964
4/12/17,3,FOSSIL_SPECIMEN,1536
4/12/17,3,HUMAN_OBSERVATION,69134
4/12/17,3,LIVING_SPECIMEN,77295
4/12/17,3,MACHINE_OBSERVATION,392
4/12/17,3,MATERIAL_SAMPLE,148
4/12/17,3,OBSERVATION,12700
4/12/17,3,PRESERVED_SPECIMEN,99625
4/12/17,3,UNKNOWN,908464
4/12/17,4,FOSSIL_SPECIMEN,701020
4/12/17,4,HUMAN_OBSERVATION,4114634
4/12/17,4,LITERATURE,283
4/12/17,4,LIVING_SPECIMEN,7225
4/12/17,4,MACHINE_OBSERVATION,8876
4/12/17,4,MATERIAL_SAMPLE,27957
4/12/17,4,OBSERVATION,1410762
4/12/17,4,PRESERVED_SPECIMEN,754441
4/12/17,4,UNKNOWN,332245
4/12/17,5,FOSSIL_SPECIMEN,1190
4/12/17,5,HUMAN_OBSERVATION,3564448
4/12/17,5,LITERATURE,1692
4/12/17,5,LIVING_SPECIMEN,155400
4/12/17,5,MACHINE_OBSERVATION,1
4/12/17,5,MATERIAL_SAMPLE,254
4/12/17,5,OBSERVATION,2419147
4/12/17,5,PRESERVED_SPECIMEN,4678302
4/12/17,5,UNKNOWN,501849
4/12/17,6,FOSSIL_SPECIMEN,455686
4/12/17,6,HUMAN_OBSERVATION,92696517
4/12/17,6,LITERATURE,125440
4/12/17,6,LIVING_SPECIMEN,899830
4/12/17,6,MACHINE_OBSERVATION,36062
4/12/17,6,MATERIAL_SAMPLE,11088
4/12/17,6,OBSERVATION,12804966
4/12/17,6,PRESERVED_SPECIMEN,56182559
4/12/17,6,UNKNOWN,16320256
4/12/17,7,FOSSIL_SPECIMEN,4921
4/12/17,7,HUMAN_OBSERVATION,128702
4/12/17,7,LIVING_SPECIMEN,4392
4/12/17,7,MACHINE_OBSERVATION,9
4/12/17,7,MATERIAL_SAMPLE,66
4/12/17,7,OBSERVATION,124770
4/12/17,7,PRESERVED_SPECIMEN,281610
4/12/17,7,UNKNOWN,24691
4/12/17,8,FOSSIL_SPECIMEN,1
4/12/17,8,HUMAN_OBSERVATION,19
4/12/17,8,LIVING_SPECIMEN,903
4/12/17,8,MATERIAL_SAMPLE,38
4/12/17,8,PRESERVED_SPECIMEN,31
4/12/17,8,UNKNOWN,442
7/24/17,0,FOSSIL_SPECIMEN,613969
7/24/17,0,HUMAN_OBSERVATION,368954
7/24/17,0,LITERATURE,74124
7/24/17,0,LIVING_SPECIMEN,5310
7/24/17,0,MACHINE_OBSERVATION,7266
7/24/17,0,MATERIAL_SAMPLE,4265
7/24/17,0,OBSERVATION,675964
7/24/17,0,PRESERVED_SPECIMEN,1389173
7/24/17,0,UNKNOWN,285166
7/24/17,1,FOSSIL_SPECIMEN,4822128
7/24/17,1,HUMAN_OBSERVATION,446522029
7/24/17,1,LITERATURE,302500
7/24/17,1,LIVING_SPECIMEN,84435
7/24/17,1,MACHINE_OBSERVATION,9267266
7/24/17,1,MATERIAL_SAMPLE,314695
7/24/17,1,OBSERVATION,24211014
7/24/17,1,PRESERVED_SPECIMEN,63432934
7/24/17,1,UNKNOWN,18105837
7/24/17,2,HUMAN_OBSERVATION,1
7/24/17,2,LIVING_SPECIMEN,1226
7/24/17,2,PRESERVED_SPECIMEN,31
7/24/17,2,UNKNOWN,17964
7/24/17,3,FOSSIL_SPECIMEN,1539
7/24/17,3,HUMAN_OBSERVATION,76353
7/24/17,3,LIVING_SPECIMEN,77150
7/24/17,3,MACHINE_OBSERVATION,392
7/24/17,3,MATERIAL_SAMPLE,148
7/24/17,3,OBSERVATION,12248
7/24/17,3,PRESERVED_SPECIMEN,108093
7/24/17,3,UNKNOWN,900758
7/24/17,4,FOSSIL_SPECIMEN,700855
7/24/17,4,HUMAN_OBSERVATION,4473772
7/24/17,4,LITERATURE,283
7/24/17,4,LIVING_SPECIMEN,7235
7/24/17,4,MACHINE_OBSERVATION,8876
7/24/17,4,MATERIAL_SAMPLE,27957
7/24/17,4,OBSERVATION,1367026
7/24/17,4,PRESERVED_SPECIMEN,891528
7/24/17,4,UNKNOWN,291778
7/24/17,5,FOSSIL_SPECIMEN,1286
7/24/17,5,HUMAN_OBSERVATION,7462404
7/24/17,5,LITERATURE,1692
7/24/17,5,LIVING_SPECIMEN,155423
7/24/17,5,MACHINE_OBSERVATION,1
7/24/17,5,MATERIAL_SAMPLE,254
7/24/17,5,OBSERVATION,291097
7/24/17,5,PRESERVED_SPECIMEN,4715163
7/24/17,5,UNKNOWN,492473
7/24/17,6,FOSSIL_SPECIMEN,482182
7/24/17,6,HUMAN_OBSERVATION,113233002
7/24/17,6,LITERATURE,125440
7/24/17,6,LIVING_SPECIMEN,1055158
7/24/17,6,MACHINE_OBSERVATION,63266
7/24/17,6,MATERIAL_SAMPLE,11088
7/24/17,6,OBSERVATION,6582616
7/24/17,6,PRESERVED_SPECIMEN,61900466
7/24/17,6,UNKNOWN,11590423
7/24/17,7,FOSSIL_SPECIMEN,4861
7/24/17,7,HUMAN_OBSERVATION,173534
7/24/17,7,LIVING_SPECIMEN,4385
7/24/17,7,MACHINE_OBSERVATION,9
7/24/17,7,MATERIAL_SAMPLE,66
7/24/17,7,OBSERVATION,123926
7/24/17,7,PRESERVED_SPECIMEN,281195
7/24/17,7,UNKNOWN,24679
7/24/17,8,FOSSIL_SPECIMEN,1
7/24/17,8,HUMAN_OBSERVATION,413
7/24/17,8,LIVING_SPECIMEN,903
7/24/17,8,MATERIAL_SAMPLE,38
7/24/17,8,PRESERVED_SPECIMEN,31
7/24/17,8,UNKNOWN,442
10/12/17,0,FOSSIL_SPECIMEN,614465
10/12/17,0,HUMAN_OBSERVATION,794870
10/12/17,0,LITERATURE,245
10/12/17,0,LIVING_SPECIMEN,24163
10/12/17,0,MACHINE_OBSERVATION,46996
10/12/17,0,MATERIAL_SAMPLE,4472
10/12/17,0,OBSERVATION,665864
10/12/17,0,PRESERVED_SPECIMEN,1238926
10/12/17,0,UNKNOWN,481929
10/12/17,1,FOSSIL_SPECIMEN,4876169
10/12/17,1,HUMAN_OBSERVATION,507442352
10/12/17,1,LITERATURE,287353
10/12/17,1,LIVING_SPECIMEN,72685
10/12/17,1,MACHINE_OBSERVATION,9723919
10/12/17,1,MATERIAL_SAMPLE,461720
10/12/17,1,OBSERVATION,20406258
10/12/17,1,PRESERVED_SPECIMEN,62875357
10/12/17,1,UNKNOWN,13349326
10/12/17,2,HUMAN_OBSERVATION,1
10/12/17,2,LIVING_SPECIMEN,1227
10/12/17,2,PRESERVED_SPECIMEN,31
10/12/17,2,UNKNOWN,17964
10/12/17,3,FOSSIL_SPECIMEN,1532
10/12/17,3,HUMAN_OBSERVATION,124087
10/12/17,3,LIVING_SPECIMEN,96472
10/12/17,3,MACHINE_OBSERVATION,392
10/12/17,3,MATERIAL_SAMPLE,148
10/12/17,3,OBSERVATION,12248
10/12/17,3,PRESERVED_SPECIMEN,102657
10/12/17,3,UNKNOWN,893031
10/12/17,4,FOSSIL_SPECIMEN,700933
10/12/17,4,HUMAN_OBSERVATION,4932714
10/12/17,4,LITERATURE,158
10/12/17,4,LIVING_SPECIMEN,7571
10/12/17,4,MACHINE_OBSERVATION,8876
10/12/17,4,MATERIAL_SAMPLE,27957
10/12/17,4,OBSERVATION,1357256
10/12/17,4,PRESERVED_SPECIMEN,1044945
10/12/17,4,UNKNOWN,375188
10/12/17,5,FOSSIL_SPECIMEN,1279
10/12/17,5,HUMAN_OBSERVATION,7653402
10/12/17,5,LITERATURE,971
10/12/17,5,LIVING_SPECIMEN,177155
10/12/17,5,MACHINE_OBSERVATION,1
10/12/17,5,MATERIAL_SAMPLE,2599
10/12/17,5,OBSERVATION,329836
10/12/17,5,PRESERVED_SPECIMEN,4884884
10/12/17,5,UNKNOWN,534129
10/12/17,6,FOSSIL_SPECIMEN,479438
10/12/17,6,HUMAN_OBSERVATION,123324540
10/12/17,6,LITERATURE,206130
10/12/17,6,LIVING_SPECIMEN,1084800
10/12/17,6,MACHINE_OBSERVATION,63266
10/12/17,6,MATERIAL_SAMPLE,11424
10/12/17,6,OBSERVATION,7468970
10/12/17,6,PRESERVED_SPECIMEN,56710909
10/12/17,6,UNKNOWN,15375506
10/12/17,7,FOSSIL_SPECIMEN,4872
10/12/17,7,HUMAN_OBSERVATION,191336
10/12/17,7,LIVING_SPECIMEN,4641
10/12/17,7,MACHINE_OBSERVATION,9
10/12/17,7,MATERIAL_SAMPLE,81
10/12/17,7,OBSERVATION,124134
10/12/17,7,PRESERVED_SPECIMEN,286403
10/12/17,7,UNKNOWN,24211
10/12/17,8,FOSSIL_SPECIMEN,1
10/12/17,8,HUMAN_OBSERVATION,379
10/12/17,8,LIVING_SPECIMEN,960
10/12/17,8,MATERIAL_SAMPLE,38
10/12/17,8,PRESERVED_SPECIMEN,31
10/12/17,8,UNKNOWN,442
12/22/17,0,FOSSIL_SPECIMEN,741116
12/22/17,0,HUMAN_OBSERVATION,823253
12/22/17,0,LITERATURE,233
12/22/17,0,LIVING_SPECIMEN,24196
12/22/17,0,MACHINE_OBSERVATION,46997
12/22/17,0,MATERIAL_SAMPLE,4472
12/22/17,0,OBSERVATION,665837
12/22/17,0,PRESERVED_SPECIMEN,1255346
12/22/17,0,UNKNOWN,474872
12/22/17,1,FOSSIL_SPECIMEN,5939121
12/22/17,1,HUMAN_OBSERVATION,616020244
12/22/17,1,LITERATURE,121735
12/22/17,1,LIVING_SPECIMEN,55479
12/22/17,1,MACHINE_OBSERVATION,9710755
12/22/17,1,MATERIAL_SAMPLE,462051
12/22/17,1,OBSERVATION,19893738
12/22/17,1,PRESERVED_SPECIMEN,63590987
12/22/17,1,UNKNOWN,13181310
12/22/17,2,HUMAN_OBSERVATION,9
12/22/17,2,LIVING_SPECIMEN,1227
12/22/17,2,PRESERVED_SPECIMEN,27
12/22/17,2,UNKNOWN,17964
12/22/17,3,FOSSIL_SPECIMEN,2748
12/22/17,3,HUMAN_OBSERVATION,126053
12/22/17,3,LIVING_SPECIMEN,96552
12/22/17,3,MACHINE_OBSERVATION,392
12/22/17,3,MATERIAL_SAMPLE,148
12/22/17,3,OBSERVATION,12248
12/22/17,3,PRESERVED_SPECIMEN,115110
12/22/17,3,UNKNOWN,892587
12/22/17,4,FOSSIL_SPECIMEN,837336
12/22/17,4,HUMAN_OBSERVATION,4963190
12/22/17,4,LITERATURE,158
12/22/17,4,LIVING_SPECIMEN,7572
12/22/17,4,MACHINE_OBSERVATION,8876
12/22/17,4,MATERIAL_SAMPLE,27957
12/22/17,4,OBSERVATION,1357255
12/22/17,4,PRESERVED_SPECIMEN,989443
12/22/17,4,UNKNOWN,336928
12/22/17,5,FOSSIL_SPECIMEN,1715
12/22/17,5,HUMAN_OBSERVATION,7834622
12/22/17,5,LIVING_SPECIMEN,171541
12/22/17,5,MACHINE_OBSERVATION,1
12/22/17,5,MATERIAL_SAMPLE,2599
12/22/17,5,OBSERVATION,329163
12/22/17,5,PRESERVED_SPECIMEN,5301043
12/22/17,5,UNKNOWN,471083
12/22/17,6,FOSSIL_SPECIMEN,567335
12/22/17,6,HUMAN_OBSERVATION,124570133
12/22/17,6,LITERATURE,140239
12/22/17,6,LIVING_SPECIMEN,1101350
12/22/17,6,MACHINE_OBSERVATION,63267
12/22/17,6,MATERIAL_SAMPLE,11424
12/22/17,6,OBSERVATION,7332375
12/22/17,6,PRESERVED_SPECIMEN,58680633
12/22/17,6,UNKNOWN,15512648
12/22/17,7,FOSSIL_SPECIMEN,5681
12/22/17,7,HUMAN_OBSERVATION,210113
12/22/17,7,LIVING_SPECIMEN,4710
12/22/17,7,MACHINE_OBSERVATION,9
12/22/17,7,MATERIAL_SAMPLE,81
12/22/17,7,OBSERVATION,124133
12/22/17,7,PRESERVED_SPECIMEN,295574
12/22/17,7,UNKNOWN,19907
12/22/17,8,FOSSIL_SPECIMEN,1
12/22/17,8,HUMAN_OBSERVATION,381
12/22/17,8,LIVING_SPECIMEN,960
12/22/17,8,MATERIAL_SAMPLE,38
12/22/17,8,PRESERVED_SPECIMEN,32
12/22/17,8,UNKNOWN,416
4/9/18,0,FOSSIL_SPECIMEN,660954
4/9/18,0,HUMAN_OBSERVATION,873419
4/9/18,0,LITERATURE,192
4/9/18,0,LIVING_SPECIMEN,24264
4/9/18,0,MACHINE_OBSERVATION,47000
4/9/18,0,MATERIAL_SAMPLE,5310
4/9/18,0,OBSERVATION,478578
4/9/18,0,PRESERVED_SPECIMEN,2055276
4/9/18,0,UNKNOWN,414576
4/9/18,1,FOSSIL_SPECIMEN,6099258
4/9/18,1,HUMAN_OBSERVATION,624015787
4/9/18,1,LITERATURE,82129
4/9/18,1,LIVING_SPECIMEN,58554
4/9/18,1,MACHINE_OBSERVATION,10868405
4/9/18,1,MATERIAL_SAMPLE,421154
4/9/18,1,OBSERVATION,14247346
4/9/18,1,PRESERVED_SPECIMEN,67590486
4/9/18,1,UNKNOWN,12407449
4/9/18,2,HUMAN_OBSERVATION,9
4/9/18,2,LIVING_SPECIMEN,1268
4/9/18,2,PRESERVED_SPECIMEN,88
4/9/18,2,UNKNOWN,17964
4/9/18,3,FOSSIL_SPECIMEN,2729
4/9/18,3,HUMAN_OBSERVATION,136054
4/9/18,3,LIVING_SPECIMEN,99160
4/9/18,3,MACHINE_OBSERVATION,392
4/9/18,3,MATERIAL_SAMPLE,148
4/9/18,3,OBSERVATION,2973
4/9/18,3,PRESERVED_SPECIMEN,137095
4/9/18,3,UNKNOWN,884042
4/9/18,4,FOSSIL_SPECIMEN,847838
4/9/18,4,HUMAN_OBSERVATION,4979328
4/9/18,4,LITERATURE,142
4/9/18,4,LIVING_SPECIMEN,7660
4/9/18,4,MACHINE_OBSERVATION,8876
4/9/18,4,MATERIAL_SAMPLE,27957
4/9/18,4,OBSERVATION,986984
4/9/18,4,PRESERVED_SPECIMEN,1087053
4/9/18,4,UNKNOWN,182267
4/9/18,5,FOSSIL_SPECIMEN,1930
4/9/18,5,HUMAN_OBSERVATION,8096814
4/9/18,5,LIVING_SPECIMEN,171040
4/9/18,5,MACHINE_OBSERVATION,8
4/9/18,5,MATERIAL_SAMPLE,2599
4/9/18,5,OBSERVATION,275182
4/9/18,5,PRESERVED_SPECIMEN,5499102
4/9/18,5,UNKNOWN,433368
4/9/18,6,FOSSIL_SPECIMEN,579531
4/9/18,6,HUMAN_OBSERVATION,127642846
4/9/18,6,LITERATURE,145869
4/9/18,6,LIVING_SPECIMEN,1051406
4/9/18,6,MACHINE_OBSERVATION,63424
4/9/18,6,MATERIAL_SAMPLE,16238
4/9/18,6,OBSERVATION,6609254
4/9/18,6,PRESERVED_SPECIMEN,65443762
4/9/18,6,UNKNOWN,11006710
4/9/18,7,FOSSIL_SPECIMEN,5413
4/9/18,7,HUMAN_OBSERVATION,212491
4/9/18,7,LIVING_SPECIMEN,4778
4/9/18,7,MACHINE_OBSERVATION,9
4/9/18,7,MATERIAL_SAMPLE,66
4/9/18,7,OBSERVATION,117142
4/9/18,7,PRESERVED_SPECIMEN,305305
4/9/18,7,UNKNOWN,19158
4/9/18,8,FOSSIL_SPECIMEN,1
4/9/18,8,HUMAN_OBSERVATION,382
4/9/18,8,LIVING_SPECIMEN,960
4/9/18,8,MATERIAL_SAMPLE,38
4/9/18,8,PRESERVED_SPECIMEN,32
4/9/18,8,UNKNOWN,416
7/11/18,0,FOSSIL_SPECIMEN,794355
7/11/18,0,HUMAN_OBSERVATION,825722
7/11/18,0,LITERATURE,192
7/11/18,0,LIVING_SPECIMEN,24520
7/11/18,0,MACHINE_OBSERVATION,47126
7/11/18,0,MATERIAL_SAMPLE,5722
7/11/18,0,OBSERVATION,478623
7/11/18,0,PRESERVED_SPECIMEN,2352729
7/11/18,0,UNKNOWN,413319
7/11/18,1,FOSSIL_SPECIMEN,6180190
7/11/18,1,HUMAN_OBSERVATION,640010432
7/11/18,1,LITERATURE,82129
7/11/18,1,LIVING_SPECIMEN,57859
7/11/18,1,MACHINE_OBSERVATION,10877342
7/11/18,1,MATERIAL_SAMPLE,433235
7/11/18,1,OBSERVATION,13284286
7/11/18,1,PRESERVED_SPECIMEN,68744677
